date	Channel 1
09-12-2014 044250	6.6
09-12-2014 044350	6.4
09-12-2014 044450	6.6
09-12-2014 044550	6.9
09-12-2014 044650	6.6
09-12-2014 044750	6.6
09-12-2014 044850	6.6
09-12-2014 044951	6.6
09-12-2014 045051	6.6
09-12-2014 045151	6.6
09-12-2014 045251	6.7
09-12-2014 045351	6.6
09-12-2014 045451	6.6
09-12-2014 045551	6.6
09-12-2014 045651	6.6
09-12-2014 045751	6.6
09-12-2014 045851	6.6
09-12-2014 045951	6.7
09-12-2014 050051	7.0
09-12-2014 050151	7.0
09-12-2014 050251	6.8
09-12-2014 050351	7.1
09-12-2014 050451	7.1
09-12-2014 050552	7.3
09-12-2014 050652	7.3
09-12-2014 050752	6.8
09-12-2014 050852	7.0
09-12-2014 050952	7.3
09-12-2014 051052	7.0
09-12-2014 051152	7.2
09-12-2014 051252	7.3
09-12-2014 051352	7.2
09-12-2014 051452	7.3
09-12-2014 051552	7.1
09-12-2014 051652	7.1
09-12-2014 051752	7.2
09-12-2014 051852	7.4
09-12-2014 051952	7.3
09-12-2014 052052	7.3
09-12-2014 052152	7.3
09-12-2014 052253	7.4
09-12-2014 052353	7.7
09-12-2014 052453	7.5
09-12-2014 052553	7.9
09-12-2014 052653	7.7
09-12-2014 052753	7.8
09-12-2014 052853	8.0
09-12-2014 052953	8.0
09-12-2014 053053	7.8
09-12-2014 053153	8.0
09-12-2014 053253	7.9
09-12-2014 053353	8.4
09-12-2014 053453	8.2
09-12-2014 053553	8.5
09-12-2014 053653	8.2
09-12-2014 053753	8.5
09-12-2014 053854	8.6
09-12-2014 053954	8.6
09-12-2014 054054	8.7
09-12-2014 054154	8.7
09-12-2014 054254	8.7
09-12-2014 054354	8.8
09-12-2014 054454	8.6
09-12-2014 054554	9.1
09-12-2014 054654	8.6
09-12-2014 054754	8.8
09-12-2014 054854	8.7
09-12-2014 054954	8.8
09-12-2014 055054	8.8
09-12-2014 055154	8.6
09-12-2014 055254	9.1
09-12-2014 055354	8.9
09-12-2014 055454	9.0
09-12-2014 055555	9.1
09-12-2014 055655	8.7
09-12-2014 055755	8.9
09-12-2014 055855	9.1
09-12-2014 055955	9.1
09-12-2014 060055	9.0
09-12-2014 060155	9.0
09-12-2014 060255	9.0
09-12-2014 060355	9.1
09-12-2014 060455	9.1
09-12-2014 060555	9.0
09-12-2014 060655	9.2
09-12-2014 060755	8.9
09-12-2014 060855	8.9
09-12-2014 060955	9.2
09-12-2014 061055	9.2
09-12-2014 061155	9.1
09-12-2014 061255	9.1
09-12-2014 061356	9.2
09-12-2014 061456	9.1
09-12-2014 061556	9.2
09-12-2014 061656	9.1
09-12-2014 061756	8.9
09-12-2014 061856	9.1
09-12-2014 061956	9.1
09-12-2014 062056	9.3
09-12-2014 062156	9.1
09-12-2014 062256	9.5
09-12-2014 062356	9.2
09-12-2014 062456	9.0
09-12-2014 062556	9.2
09-12-2014 062656	9.3
09-12-2014 062756	9.4
09-12-2014 062856	9.3
09-12-2014 062956	9.3
09-12-2014 063057	9.4
09-12-2014 063157	9.5
09-12-2014 063257	9.2
09-12-2014 063357	9.6
09-12-2014 063457	9.4
09-12-2014 063557	9.2
09-12-2014 063657	9.2
09-12-2014 063757	9.3
09-12-2014 063857	9.2
09-12-2014 063957	9.5
09-12-2014 064057	9.3
09-12-2014 064157	9.3
09-12-2014 064257	9.7
09-12-2014 064357	9.3
09-12-2014 064457	9.5
09-12-2014 064558	9.3
09-12-2014 064658	9.4
09-12-2014 064758	9.4
09-12-2014 064858	9.8
09-12-2014 064958	9.6
09-12-2014 065058	9.7
09-12-2014 065158	9.7
09-12-2014 065258	9.5
09-12-2014 065358	9.5
09-12-2014 065458	9.9
09-12-2014 065558	9.5
09-12-2014 065658	9.5
09-12-2014 065758	9.5
09-12-2014 065858	9.6
09-12-2014 065958	9.5
09-12-2014 070058	9.9
09-12-2014 070159	9.9
09-12-2014 070259	9.6
09-12-2014 070359	9.5
09-12-2014 070459	9.7
09-12-2014 070559	9.8
09-12-2014 070659	9.8
09-12-2014 070759	9.9
09-12-2014 070859	9.8
09-12-2014 070959	9.9
09-12-2014 071059	9.9
09-12-2014 071159	9.9
09-12-2014 071259	9.9
09-12-2014 071359	9.9
09-12-2014 071459	9.7
09-12-2014 071559	9.8
09-12-2014 071659	9.7
09-12-2014 071759	9.9
09-12-2014 071900	9.9
09-12-2014 072000	10.0
09-12-2014 072100	10.0
09-12-2014 072200	9.9
09-12-2014 072300	9.9
09-12-2014 072400	9.9
09-12-2014 072500	9.8
09-12-2014 072600	9.7
09-12-2014 072700	9.7
09-12-2014 072800	9.8
09-12-2014 072900	9.9
09-12-2014 073000	9.9
09-12-2014 073100	9.9
09-12-2014 073200	9.9
09-12-2014 073300	10.2
09-12-2014 073400	10.1
09-12-2014 073501	10.1
09-12-2014 073601	9.9
09-12-2014 073701	9.9
09-12-2014 073801	9.9
09-12-2014 073901	9.9
09-12-2014 074001	9.9
09-12-2014 074101	10.0
09-12-2014 074201	9.9
09-12-2014 074301	9.9
09-12-2014 074401	10.0
09-12-2014 074501	9.9
09-12-2014 074601	9.9
09-12-2014 074701	10.0
09-12-2014 074801	10.0
09-12-2014 074901	10.0
09-12-2014 075001	9.8
09-12-2014 075101	9.9
09-12-2014 075202	9.9
09-12-2014 075302	10.3
09-12-2014 075402	10.3
09-12-2014 075502	9.9
09-12-2014 075602	9.8
09-12-2014 075702	10.0
09-12-2014 075802	10.0
09-12-2014 075902	10.0
09-12-2014 080002	10.2
09-12-2014 080102	9.9
09-12-2014 080202	10.2
09-12-2014 080302	10.2
09-12-2014 080402	10.5
09-12-2014 080502	10.5
09-12-2014 080602	10.6
09-12-2014 080702	10.2
09-12-2014 080803	10.3
09-12-2014 080903	10.8
09-12-2014 081003	10.6
09-12-2014 081103	10.5
09-12-2014 081203	11.0
09-12-2014 081303	10.7
09-12-2014 081403	10.7
09-12-2014 081503	10.8
09-12-2014 081603	11.0
09-12-2014 081703	11.1
09-12-2014 081803	11.0
09-12-2014 081903	11.0
09-12-2014 082003	10.8
09-12-2014 082103	10.8
09-12-2014 082203	11.0
09-12-2014 082303	11.1
09-12-2014 082403	11.1
09-12-2014 082504	10.9
09-12-2014 082604	11.1
09-12-2014 082704	11.1
09-12-2014 082804	10.9
09-12-2014 082904	11.0
09-12-2014 083004	10.8
09-12-2014 083104	11.2
09-12-2014 083204	11.0
09-12-2014 083304	11.1
09-12-2014 083404	11.3
09-12-2014 083504	11.6
09-12-2014 083604	11.5
09-12-2014 083704	11.2
09-12-2014 083804	11.4
09-12-2014 083904	11.3
09-12-2014 084004	11.4
09-12-2014 084105	11.1
09-12-2014 084205	11.5
09-12-2014 084305	11.3
09-12-2014 084405	11.7
09-12-2014 084505	11.5
09-12-2014 084605	11.6
09-12-2014 084705	11.5
09-12-2014 084805	11.7
09-12-2014 084905	11.7
09-12-2014 085005	11.5
09-12-2014 085105	11.7
09-12-2014 085205	11.8
09-12-2014 085305	11.6
09-12-2014 085405	11.5
09-12-2014 085505	11.6
09-12-2014 085605	11.9
09-12-2014 085705	11.6
09-12-2014 085806	11.8
09-12-2014 085906	11.8
09-12-2014 090006	11.6
09-12-2014 090106	11.5
09-12-2014 090206	11.7
09-12-2014 090306	11.7
09-12-2014 090406	11.8
09-12-2014 090506	12.0
09-12-2014 090606	11.7
09-12-2014 090706	11.9
09-12-2014 090806	12.0
09-12-2014 090906	12.3
09-12-2014 091006	12.4
09-12-2014 091106	12.5
09-12-2014 091206	12.4
09-12-2014 091307	12.5
09-12-2014 091407	12.4
09-12-2014 091507	12.2
09-12-2014 091607	12.4
09-12-2014 091707	12.7
09-12-2014 091807	12.4
09-12-2014 091907	12.4
09-12-2014 092007	12.6
09-12-2014 092107	12.7
09-12-2014 092207	13.0
09-12-2014 092307	12.9
09-12-2014 092407	12.8
09-12-2014 092507	12.8
09-12-2014 092607	12.4
09-12-2014 092707	13.1
09-12-2014 092807	12.7
09-12-2014 092907	12.4
09-12-2014 093007	12.5
09-12-2014 093107	12.7
09-12-2014 093208	12.8
09-12-2014 093308	12.4
09-12-2014 093408	12.6
09-12-2014 093508	12.2
09-12-2014 093608	12.3
09-12-2014 093708	12.4
09-12-2014 093808	12.6
09-12-2014 093908	12.6
09-12-2014 094008	12.4
09-12-2014 094108	12.7
09-12-2014 094208	12.7
09-12-2014 094308	12.8
09-12-2014 094408	12.8
09-12-2014 094508	12.4
09-12-2014 094608	12.5
09-12-2014 094708	12.4
09-12-2014 094809	12.8
09-12-2014 094909	12.6
09-12-2014 095009	12.6
09-12-2014 095109	12.6
09-12-2014 095209	12.4
09-12-2014 095309	12.8
09-12-2014 095409	12.6
09-12-2014 095509	12.8
09-12-2014 095609	12.8
09-12-2014 095709	12.7
09-12-2014 095809	12.4
09-12-2014 095909	12.7
09-12-2014 100009	12.4
09-12-2014 100109	12.8
09-12-2014 100209	12.6
09-12-2014 100309	12.8
09-12-2014 100409	12.7
09-12-2014 100510	13.0
09-12-2014 100610	12.8
09-12-2014 100710	12.5
09-12-2014 100810	12.8
09-12-2014 100910	12.6
09-12-2014 101010	12.8
09-12-2014 101110	12.6
09-12-2014 101210	12.6
09-12-2014 101310	12.8
09-12-2014 101410	12.8
09-12-2014 101510	12.7
09-12-2014 101610	12.4
09-12-2014 101710	12.8
09-12-2014 101810	12.7
09-12-2014 101910	12.6
09-12-2014 102010	12.7
09-12-2014 102111	12.8
09-12-2014 102211	12.8
09-12-2014 102311	12.8
09-12-2014 102411	12.8
09-12-2014 102511	12.6
09-12-2014 102611	12.8
09-12-2014 102711	12.6
09-12-2014 102811	12.8
09-12-2014 102911	13.1
09-12-2014 103011	13.0
09-12-2014 103111	12.8
09-12-2014 103211	12.7
09-12-2014 103311	12.8
09-12-2014 103411	12.8
09-12-2014 103511	12.7
09-12-2014 103611	12.9
09-12-2014 103712	12.9
09-12-2014 103812	12.4
09-12-2014 103912	12.7
09-12-2014 104012	12.9
09-12-2014 104112	12.8
09-12-2014 104212	12.7
09-12-2014 104312	12.8
09-12-2014 104412	12.4
09-12-2014 104512	12.6
09-12-2014 104612	12.8
09-12-2014 104712	12.8
09-12-2014 104812	12.8
09-12-2014 104912	12.9
09-12-2014 105012	12.6
09-12-2014 105112	12.8
09-12-2014 105212	12.8
09-12-2014 105313	12.8
09-12-2014 105413	12.8
09-12-2014 105513	12.6
09-12-2014 105613	12.8
09-12-2014 105713	12.8
09-12-2014 105813	12.8
09-12-2014 105913	12.6
09-12-2014 110013	12.8
09-12-2014 110113	12.8
09-12-2014 110213	12.9
09-12-2014 110313	12.9
09-12-2014 110413	12.7
09-12-2014 110513	12.5
09-12-2014 110613	12.9
09-12-2014 110713	12.6
09-12-2014 110813	12.9
09-12-2014 110913	12.8
09-12-2014 111013	12.8
09-12-2014 111114	12.8
09-12-2014 111214	12.8
09-12-2014 111314	12.8
09-12-2014 111414	12.8
09-12-2014 111514	13.0
09-12-2014 111614	12.9
09-12-2014 111714	12.8
09-12-2014 111814	12.8
09-12-2014 111914	12.8
09-12-2014 112014	13.1
09-12-2014 112114	13.0
09-12-2014 112214	12.8
09-12-2014 112314	13.0
09-12-2014 112414	12.9
09-12-2014 112514	12.9
09-12-2014 112614	13.0
09-12-2014 112715	13.0
09-12-2014 112815	13.0
09-12-2014 112915	12.8
09-12-2014 113015	13.0
09-12-2014 113115	12.9
09-12-2014 113215	12.9
09-12-2014 113315	12.8
09-12-2014 113415	13.0
09-12-2014 113515	12.8
09-12-2014 113615	12.9
09-12-2014 113715	12.8
09-12-2014 113815	12.9
09-12-2014 113915	13.0
09-12-2014 114015	13.0
09-12-2014 114115	13.1
09-12-2014 114215	13.0
09-12-2014 114315	13.1
09-12-2014 114416	13.1
09-12-2014 114516	13.1
09-12-2014 114616	12.8
09-12-2014 114716	13.2
09-12-2014 114816	13.1
09-12-2014 114916	13.1
09-12-2014 115016	13.2
09-12-2014 115116	13.2
09-12-2014 115216	12.9
09-12-2014 115316	12.9
09-12-2014 115416	13.3
09-12-2014 115516	12.9
09-12-2014 115616	13.1
09-12-2014 115716	13.1
09-12-2014 115816	13.2
09-12-2014 115916	12.8
09-12-2014 120017	13.2
09-12-2014 120117	13.2
09-12-2014 120217	13.0
09-12-2014 120317	13.1
09-12-2014 120417	13.1
09-12-2014 120517	13.0
09-12-2014 120617	13.2
09-12-2014 120717	13.2
09-12-2014 120817	13.1
09-12-2014 120917	13.1
09-12-2014 121017	13.1
09-12-2014 121117	13.4
09-12-2014 121217	13.1
09-12-2014 121317	13.0
09-12-2014 121417	13.2
09-12-2014 121517	13.1
09-12-2014 121618	13.1
09-12-2014 121718	13.2
09-12-2014 121818	13.1
09-12-2014 121918	13.0
09-12-2014 122018	13.2
09-12-2014 122118	13.2
09-12-2014 122218	13.2
09-12-2014 122318	13.2
09-12-2014 122418	13.2
09-12-2014 122518	12.8
09-12-2014 122618	13.2
09-12-2014 122718	13.3
09-12-2014 122818	13.4
09-12-2014 122918	13.2
09-12-2014 123018	13.2
09-12-2014 123118	13.0
09-12-2014 123218	13.1
09-12-2014 123318	13.1
09-12-2014 123419	13.2
09-12-2014 123519	13.3
09-12-2014 123619	13.5
09-12-2014 123719	13.1
09-12-2014 123819	13.1
09-12-2014 123919	13.1
09-12-2014 124019	13.2
09-12-2014 124119	13.2
09-12-2014 124219	13.3
09-12-2014 124319	13.3
09-12-2014 124419	13.2
09-12-2014 124519	13.0
09-12-2014 124619	13.4
09-12-2014 124719	13.3
09-12-2014 124819	12.9
09-12-2014 124919	12.9
09-12-2014 125020	13.2
09-12-2014 125120	13.4
09-12-2014 125220	13.3
09-12-2014 125320	13.3
09-12-2014 125420	13.4
09-12-2014 125520	13.5
09-12-2014 125620	13.0
09-12-2014 125720	13.8
09-12-2014 125820	13.3
09-12-2014 125920	13.2
09-12-2014 130020	13.3
09-12-2014 130120	13.1
09-12-2014 130220	13.4
09-12-2014 130320	13.2
09-12-2014 130420	13.5
09-12-2014 130520	13.1
09-12-2014 130621	13.1
09-12-2014 130721	13.3
09-12-2014 130821	13.1
09-12-2014 130921	13.3
09-12-2014 131021	13.2
09-12-2014 131121	13.2
09-12-2014 131221	13.3
09-12-2014 131321	13.3
09-12-2014 131421	13.3
09-12-2014 131521	13.1
09-12-2014 131621	13.2
09-12-2014 131721	13.3
09-12-2014 131821	13.4
09-12-2014 131921	13.2
09-12-2014 132021	13.4
09-12-2014 132121	13.2
09-12-2014 132222	13.5
09-12-2014 132322	13.2
09-12-2014 132422	13.3
09-12-2014 132522	13.3
09-12-2014 132622	13.5
09-12-2014 132722	13.4
09-12-2014 132822	13.1
09-12-2014 132922	13.2
09-12-2014 133022	13.2
09-12-2014 133122	13.4
09-12-2014 133222	13.4
09-12-2014 133322	13.2
09-12-2014 133422	13.5
09-12-2014 133522	13.6
09-12-2014 133622	13.2
09-12-2014 133722	13.2
09-12-2014 133822	13.3
09-12-2014 133923	13.6
09-12-2014 134023	13.2
09-12-2014 134123	13.2
09-12-2014 134223	13.2
09-12-2014 134323	13.3
09-12-2014 134423	13.2
09-12-2014 134523	13.2
09-12-2014 134623	13.4
09-12-2014 134723	13.5
09-12-2014 134823	13.1
09-12-2014 134923	13.3
09-12-2014 135023	13.3
09-12-2014 135123	13.3
09-12-2014 135223	13.3
09-12-2014 135323	13.2
09-12-2014 135423	13.3
09-12-2014 135524	13.1
09-12-2014 135624	13.2
09-12-2014 135724	13.3
09-12-2014 135824	13.2
09-12-2014 135924	13.5
09-12-2014 140024	13.4
09-12-2014 140124	13.5
09-12-2014 140224	13.3
09-12-2014 140324	13.6
09-12-2014 140424	13.4
09-12-2014 140524	13.1
09-12-2014 140624	13.4
09-12-2014 140724	13.4
09-12-2014 140824	13.4
09-12-2014 140924	13.4
09-12-2014 141024	13.4
09-12-2014 141124	13.6
09-12-2014 141225	13.4
09-12-2014 141325	13.4
09-12-2014 141425	13.4
09-12-2014 141525	13.3
09-12-2014 141625	13.5
09-12-2014 141725	13.3
09-12-2014 141825	13.4
09-12-2014 141925	13.4
09-12-2014 142025	13.5
09-12-2014 142125	13.4
09-12-2014 142225	13.4
09-12-2014 142325	13.6
09-12-2014 142425	13.4
09-12-2014 142525	13.6
09-12-2014 142625	13.4
09-12-2014 142725	13.5
09-12-2014 142826	13.6
09-12-2014 142926	13.4
09-12-2014 143026	13.4
09-12-2014 143126	13.7
09-12-2014 143226	13.3
09-12-2014 143326	13.4
09-12-2014 143426	13.6
09-12-2014 143526	13.5
09-12-2014 143626	13.6
09-12-2014 143726	13.5
09-12-2014 143826	13.5
09-12-2014 143926	13.4
09-12-2014 144026	13.6
09-12-2014 144126	13.4
09-12-2014 144226	13.4
09-12-2014 144326	13.5
09-12-2014 144426	13.4
09-12-2014 144527	13.4
09-12-2014 144627	13.5
09-12-2014 144727	13.4
09-12-2014 144827	13.7
09-12-2014 144927	13.4
09-12-2014 145027	13.5
09-12-2014 145127	13.8
09-12-2014 145227	13.6
09-12-2014 145327	13.5
09-12-2014 145427	13.5
09-12-2014 145527	13.7
09-12-2014 145627	13.7
09-12-2014 145727	13.6
09-12-2014 145827	13.6
09-12-2014 145927	13.6
09-12-2014 150027	13.6
09-12-2014 150128	13.6
09-12-2014 150228	13.4
09-12-2014 150328	13.5
09-12-2014 150428	13.6
09-12-2014 150528	13.6
09-12-2014 150628	14.1
09-12-2014 150728	13.5
09-12-2014 150828	13.8
09-12-2014 150928	13.4
09-12-2014 151028	13.4
09-12-2014 151128	13.7
09-12-2014 151228	13.6
09-12-2014 151328	13.5
09-12-2014 151428	13.4
09-12-2014 151528	13.8
09-12-2014 151628	13.6
09-12-2014 151729	13.5
09-12-2014 151829	13.9
09-12-2014 151929	13.6
09-12-2014 152029	13.6
09-12-2014 152129	13.7
09-12-2014 152229	14.0
09-12-2014 152329	13.7
09-12-2014 152429	14.1
09-12-2014 152529	13.7
09-12-2014 152629	14.1
09-12-2014 152729	13.9
09-12-2014 152829	14.1
09-12-2014 152929	13.8
09-12-2014 153029	14.0
09-12-2014 153129	13.9
09-12-2014 153229	14.1
09-12-2014 153329	14.1
09-12-2014 153429	14.1
09-12-2014 153530	14.5
09-12-2014 153630	14.2
09-12-2014 153730	14.3
09-12-2014 153830	14.2
09-12-2014 153930	14.1
09-12-2014 154030	14.4
09-12-2014 154130	14.3
09-12-2014 154230	14.1
09-12-2014 154330	14.4
09-12-2014 154430	14.1
09-12-2014 154530	14.5
09-12-2014 154630	14.3
09-12-2014 154730	14.6
09-12-2014 154830	14.4
09-12-2014 154930	14.2
09-12-2014 155030	14.5
